"sales__|","sales__|__datetime","sales__|__burger","sales__|__species","burger_sales__Krusty Combo","burger_sales__Krusty Deluxe","burger_sales__Krabby Pattie","species_sales__leatherback turtle","species_sales__salmon","species_sales__seahorse","species_sales__coral","species_sales__giant clam","species_sales__gray whale","species_sales__sea lion","burger_by_species__|","burger_by_species__|__leatherback turtle","burger_by_species__|__salmon","burger_by_species__|__seahorse","burger_by_species__|__coral","burger_by_species__|__giant clam","burger_by_species__|__gray whale","burger_by_species__|__sea lion"
"L2GaEihMV9","2019-04-07 14:14:14","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"rgHpsLVGYr","2019-04-07 14:15:57","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"WQev2GtwPI","2019-04-07 14:18:22","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"hoXsYQNZTZ","2019-04-07 14:21:31","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"yDOPSBcDup","2019-04-07 14:22:41","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"UpO8h3N2FM","2019-04-07 14:24:21","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"XD9terVi5x","2019-04-07 14:25:30","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"KwXHjsPBKx","2019-04-07 14:27:22","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"DvrC9J1m38","2019-04-07 14:28:24","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"j5NLgu5TRc","2019-04-07 14:31:41","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"HXmz54zR5Y","2019-04-07 14:33:24","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"As2xfPxmMi","2019-04-07 14:35:13","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"APfwZGp6hW","2019-04-07 14:36:39","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"MSli07rAJk","2019-04-07 14:38:34","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"VdO8hdygrg","2019-04-07 14:39:40","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"0LZQMVKV7q","2019-04-07 14:41:31","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"TH5KveCtDM","2019-04-07 14:43:12","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"VLDaVMsQJk","2019-04-07 14:45:33","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"IcKv5WE3kI","2019-04-07 14:47:33","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"HZ5CuMDpUm","2019-04-07 14:49:15","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"41KtpPyIJH","2019-04-07 14:50:34","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"iaa2zW2zD3","2019-04-07 14:51:48","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"KBJQAVofjj","2019-04-07 14:54:25","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"Fz0IGEo3DK","2019-04-07 14:57:37","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"aXkZjJOoAr","2019-04-07 14:59:09","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"GzWAsay0V8","2019-04-07 15:00:44","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"vmBYSfmrE0","2019-04-07 15:01:52","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"dj8OBf5VuW","2019-04-07 15:04:28","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"gTwjQ0bMDk","2019-04-07 15:06:48","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"IDDrn9NU2s","2019-04-07 15:08:21","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"FFOso0J8nI","2019-04-07 15:09:57","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"nAajafXHLE","2019-04-07 15:11:56","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"hoavbA9EU9","2019-04-07 15:13:36","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"Slk5LuHYNf","2019-04-07 15:15:59","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"lTNtF3zWld","2019-04-07 15:18:30","Krusty Combo","gray whale","","","","","","","","","","","","","","","","","",""
"JJ6F9sLGc3","2019-04-07 15:20:26","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"TCGTeMXWWJ","2019-04-07 15:22:55","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"SGsyeBs86S","2019-04-07 15:25:06","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"gGF1D2lTRZ","2019-04-07 15:27:02","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"fzXOTlMY3m","2019-04-07 15:28:19","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"JcLcuj3xSG","2019-04-07 15:29:41","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"q1ynX6QnZt","2019-04-07 15:31:13","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"yubfYQhFY4","2019-04-07 15:33:19","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"XVSU1uAThc","2019-04-07 15:35:04","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"tnxnniHNKb","2019-04-07 15:36:45","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"nfCVySD8Cx","2019-04-07 15:38:28","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"VTRfLdsQM7","2019-04-07 15:40:26","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"Ve2pd13OL7","2019-04-07 15:42:22","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"XF4mrSsE6L","2019-04-07 15:43:49","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"VNIbgrca9r","2019-04-07 15:44:55","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"tzuEaaQnzX","2019-04-07 15:48:02","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"w4kVjAcKGq","2019-04-07 15:49:10","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"RK7HxmkIDU","2019-04-07 15:50:19","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"yI8Cv3mbzh","2019-04-07 15:53:44","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"YGuFsWbm45","2019-04-07 15:55:06","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"nJp4ya6NhG","2019-04-07 15:57:15","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"5GlZY0iug1","2019-04-07 15:59:12","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"bTVEkVbgDH","2019-04-07 16:00:28","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"P9c6mbRCOh","2019-04-07 16:01:29","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"YS4FGafspx","2019-04-07 16:03:43","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"CsSNlU4Hzl","2019-04-07 16:05:11","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"llV4LHHlYL","2019-04-07 16:07:13","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"vBWv3lunOz","2019-04-07 16:09:31","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"IeSFI7q8pq","2019-04-07 16:11:04","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"mXUKH3iV40","2019-04-07 16:12:10","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"7zeXxBbmGA","2019-04-07 16:13:19","Krusty Combo","gray whale","","","","","","","","","","","","","","","","","",""
"wsFyNf81Ax","2019-04-07 16:15:23","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"46LtFsHqnb","2019-04-07 16:16:54","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"rdxkR38oAF","2019-04-07 16:18:09","Krusty Deluxe","coral","","","","","","","","","","","","","","","","","",""
"DvHzWPhNod","2019-04-07 16:19:23","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"ZAqJFX4T8R","2019-04-07 16:20:36","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"jXKa6WINUK","2019-04-07 16:21:57","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"Gbfh0xgNen","2019-04-07 16:24:14","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"UX4xX3E7M9","2019-04-07 16:26:06","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"NlO6Fsmxke","2019-04-07 16:27:10","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"9I6sVbJCzt","2019-04-07 16:30:07","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"zSfl5PuOXX","2019-04-07 16:31:19","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"5t47riAwlz","2019-04-07 16:32:28","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"IKjfWEehxh","2019-04-07 16:33:37","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"McMSRoW68a","2019-04-07 16:35:22","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"O5q2v4vNCe","2019-04-07 16:36:30","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"JmvWZz7Jyo","2019-04-07 16:38:48","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"rXqDwgi3tn","2019-04-07 16:39:56","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"oztKN6k8Kw","2019-04-07 16:41:48","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"9wRu9YkYhF","2019-04-07 16:44:08","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"yRpmGZHXOH","2019-04-07 16:45:59","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"vFTWZrt5Y1","2019-04-07 16:47:12","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"urdkR1Dhum","2019-04-07 16:49:12","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"Pabh3dKehF","2019-04-07 16:52:15","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"U3XoSinw87","2019-04-07 16:54:08","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"bXRJPtqSlJ","2019-04-07 16:55:41","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"kV8mRGjaKr","2019-04-07 16:57:49","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"DK5rkJSExX","2019-04-07 17:00:40","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"hvgKg01ClM","2019-04-07 17:02:00","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"pb5RLP9o9P","2019-04-07 17:03:03","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"IAysA6VIGv","2019-04-07 17:04:19","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"6vBm0RNPez","2019-04-07 17:06:19","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"nX8zbNGAPy","2019-04-07 17:08:55","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"kukGnGBY4D","2019-04-07 17:10:34","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"vb8ofwwhLk","2019-04-07 17:11:53","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"TwU0QzIRv4","2019-04-07 17:14:04","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"29u9cEbYdi","2019-04-07 17:15:06","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"OH9yRALfdh","2019-04-07 17:17:20","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"dPhbtU2KJd","2019-04-07 17:18:49","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"lUL56QevTX","2019-04-07 17:21:07","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"gastjtAiqN","2019-04-07 17:22:34","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"p67ULSQyXD","2019-04-07 17:24:03","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"a2v5rp0maO","2019-04-07 17:26:47","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"YklfvZhwfU","2019-04-07 17:28:29","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"DTuRTxiRI5","2019-04-07 17:30:51","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"ZRDvcijqAo","2019-04-07 17:32:01","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"QOEBVcbAV7","2019-04-07 17:34:42","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"xCezdLS7qU","2019-04-07 17:35:47","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"oA3TGsxgqc","2019-04-07 17:36:58","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"RBLb8Oenm0","2019-04-07 17:38:21","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"FdKM8azk8T","2019-04-07 17:39:56","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"qHkh2F3pxQ","2019-04-07 17:42:07","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"lCD2MBBPt9","2019-04-07 17:43:41","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"H5mN26cT92","2019-04-07 17:46:29","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"UjchW6MTIq","2019-04-07 17:48:05","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"QZll48pzPq","2019-04-07 17:49:16","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"O5HotPqP65","2019-04-07 17:51:59","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"NJqkq8wmL3","2019-04-07 17:54:11","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"3HqhA8qljS","2019-04-07 17:55:19","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"VWTDCI4Tke","2019-04-07 17:57:25","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"F3JttO6XEg","2019-04-07 17:59:07","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"RakZOdrEjC","2019-04-08 08:00:40","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"ZLzFowVU1y","2019-04-08 08:02:47","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"HSIb6eQDcD","2019-04-08 08:04:11","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"FmCcyKHM9s","2019-04-08 08:05:56","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"8sDTzjxLhC","2019-04-08 08:09:12","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"rzOQ3Tosp2","2019-04-08 08:10:39","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"Zn5c8jzqIC","2019-04-08 08:12:01","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"xl1Ezq6AAe","2019-04-08 08:14:44","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"JbkyQCZIFW","2019-04-08 08:15:52","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"J8mkafJpL4","2019-04-08 08:17:06","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"y95bFaWBxR","2019-04-08 08:20:10","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"rr8vzUPN27","2019-04-08 08:22:04","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"C8A0s9bNaA","2019-04-08 08:24:19","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"zVWvVdoaf6","2019-04-08 08:26:03","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"jQLX4RM9Qv","2019-04-08 08:27:04","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"FTxa26gkUh","2019-04-08 08:28:06","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"8vNA9dQhj3","2019-04-08 08:29:15","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"2fmSs6cnOp","2019-04-08 08:32:37","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"XgUfs5ZKAC","2019-04-08 08:35:05","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"6VN4NH3xOi","2019-04-08 08:37:08","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"u7FxV9C1D1","2019-04-08 08:38:37","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"sejGArXjon","2019-04-08 08:40:41","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"3LkkRssi0y","2019-04-08 08:42:51","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"vE1uA7JodC","2019-04-08 08:44:06","Krusty Deluxe","coral","","","","","","","","","","","","","","","","","",""
"KF0BODnpE2","2019-04-08 08:45:16","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"1nR5KRsZYh","2019-04-08 08:49:16","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"2vPBvKWT15","2019-04-08 08:50:57","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"QHsTm5H5TF","2019-04-08 08:53:43","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"lBqFegy2KH","2019-04-08 08:55:04","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"sq5r2C1Czj","2019-04-08 08:57:03","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"porp3l2EOt","2019-04-08 08:58:27","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"pLvvKGFeiV","2019-04-08 08:59:43","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"JVPKRMWFXh","2019-04-08 09:01:04","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"lGUwRaXV3b","2019-04-08 09:02:59","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"RrDMLMUPTs","2019-04-08 09:04:11","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"8ulr1Z8BQ8","2019-04-08 09:05:24","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"TPNhSo1F5D","2019-04-08 09:07:54","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"KhAKvb0rv1","2019-04-08 09:09:26","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"EaGagrdutL","2019-04-08 09:11:29","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"dcC0yClR0X","2019-04-08 09:12:57","Krusty Combo","gray whale","","","","","","","","","","","","","","","","","",""
"fNQU5mjinE","2019-04-08 09:15:37","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"25eoojw9gf","2019-04-08 09:17:20","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"VRyyLunUas","2019-04-08 09:19:09","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"W9rrXTzKAR","2019-04-08 09:20:35","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"SeUP47mTlO","2019-04-08 09:22:34","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"K5bNWGC3qw","2019-04-08 09:25:44","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"U2lIowkCek","2019-04-08 09:26:52","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"S4vGuWl0kB","2019-04-08 09:28:26","Krusty Combo","gray whale","","","","","","","","","","","","","","","","","",""
"kXZjg70i4l","2019-04-08 09:29:53","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"bpKyj2v68N","2019-04-08 09:30:56","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"MXVCcUEzTU","2019-04-08 09:32:15","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"KVlOEoLgN2","2019-04-08 09:35:17","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"EHxepC3Emm","2019-04-08 09:36:46","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"FSP7bGFrwX","2019-04-08 09:38:44","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"O9YtOCFcrx","2019-04-08 09:41:09","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"TX2z85wsIE","2019-04-08 09:42:49","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"xSc1gRgv13","2019-04-08 09:45:27","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"eNhH4H47k7","2019-04-08 09:47:06","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"FNanne4eyQ","2019-04-08 09:48:24","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"Ay4QHrgVN8","2019-04-08 09:49:42","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"XQC7E8ptWp","2019-04-08 09:51:47","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"PWePDJ81cr","2019-04-08 09:53:01","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"Omz5CVPsw7","2019-04-08 09:54:57","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"tDlzyFfmB6","2019-04-08 09:56:57","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"IzCboNVVZq","2019-04-08 09:58:47","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"1gY4vfecwj","2019-04-08 09:59:49","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"mMGaBqUJ8z","2019-04-08 10:01:09","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"SFW69Qa02d","2019-04-08 10:02:35","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"aKHu0n9Gcl","2019-04-08 10:05:09","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"MxloBr1y3T","2019-04-08 10:06:34","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"ziERVlYHn9","2019-04-08 10:08:29","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"asuNoSkjsr","2019-04-08 10:10:13","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"ble3I9hfNm","2019-04-08 10:11:18","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"kw4I905xIH","2019-04-08 10:12:34","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"xWXRRfHO6V","2019-04-08 10:13:56","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"SzwdFMt45z","2019-04-08 10:15:31","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"yaTmNJCn36","2019-04-08 10:17:48","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"igyHfRcaJF","2019-04-08 10:20:02","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"QN92D8A3oM","2019-04-08 10:21:36","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"f9wlc8twS9","2019-04-08 10:23:22","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"xlWvRNh9ko","2019-04-08 10:24:49","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"i7K0EvqSP4","2019-04-08 10:26:25","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"fTMcusCQNg","2019-04-08 10:27:52","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"z7chXRzeG4","2019-04-08 10:29:05","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"FqTKuRtrQa","2019-04-08 10:30:10","Krusty Combo","coral","","","","","","","","","","","","","","","","","",""
"hM4UW9xUVn","2019-04-08 10:31:15","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"kkpXaVtGbB","2019-04-08 10:32:58","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"kbJUBVScCi","2019-04-08 10:34:46","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"TaPrS7S2zo","2019-04-08 10:36:23","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"73v7rY1V0x","2019-04-08 10:38:56","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"IamjkLQu0h","2019-04-08 10:41:01","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"qRezyBZn9A","2019-04-08 10:43:24","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"zOAeVLE9Pm","2019-04-08 10:47:50","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"Zqweg8453X","2019-04-08 10:49:31","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"rTyLa9w077","2019-04-08 10:51:05","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"cW8TWN8MRS","2019-04-08 10:53:53","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"sIg9DJxloo","2019-04-08 10:54:57","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"f3mpXTzlEO","2019-04-08 10:56:39","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"7RlTAnCOdy","2019-04-08 10:59:22","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"JCOqwPsN4X","2019-04-08 11:01:26","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"svjliIELjC","2019-04-08 11:03:35","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"gxDcwbd9cm","2019-04-08 11:04:58","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"qK0rYluSdV","2019-04-08 11:06:02","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"vs72cr3IcN","2019-04-08 11:08:00","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"QQBHHMunka","2019-04-08 11:09:17","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"av9gw1aHgn","2019-04-08 11:10:57","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"5tzPBqYE5j","2019-04-08 11:12:51","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"UXCoSxC294","2019-04-08 11:14:04","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"rGcRaxJcJ9","2019-04-08 11:16:49","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"sZYhU5Ygvk","2019-04-08 11:18:30","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"C6rBqBIxXn","2019-04-08 11:20:11","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"1OcXbkereC","2019-04-08 11:21:34","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
